stt,he_thong,truong_bao_cao,y_nghia,bang_dtm,cot_dtm,trang_thai,ghi_chu
85,RLOS,TAT_PHONG_CL_TAT,Tổng thời gian tất cả các bước UnderwriterMaker và UnderwriterChecker theo Calendar minutes,FCT_RLOS_WORKSTEP_EVENT,TAT_CALENDAR_HOUR,KHOP,"PHÁI SINH: SUM(TAT_CALENDAR_HOUR) WHERE WORKSTEP_CODE IN ('UnderwriterMaker','UnderwriterChecker')"
86,RLOS,TAT_PHONG_WK_TAT,Tổng thời gian tất cả các bước UnderwriterMaker và UnderwriterChecker theo Working minutes,FCT_RLOS_WORKSTEP_EVENT,TAT_WORKING_HOUR,KHOP,"PHÁI SINH: SUM(TAT_WORKING_HOUR) WHERE WORKSTEP_CODE IN ('UnderwriterMaker','UnderwriterChecker')"
87,RLOS,TAT_KHOI_PDTD_CL_TAT,Tổng thời gian tất cả các bước Phòng thẩm định và Chuyên gia phê duyệt theo Calendar minutes,FCT_RLOS_WORKSTEP_EVENT,TAT_CALENDAR_HOUR,KHOP,"PHÁI SINH có điều kiện rẽ nhánh theo WORKSTEP hiện tại (khác CLOS luôn cộng cả 4 bước): nếu WORKSTEP='CreditApproval' thì SUM cả 3 bước UWM+UWC+CreditApproval; nếu ='CreditCommittee' thì chỉ SUM UWM+UWC (không cộng CreditCommittee). Cần lưu ý khi lập report, không phải SUM đơn giản 4 WORKSTEP như CLOS"
88,RLOS,TAT_KHOI_PDTD_WK_TAT,Tổng thời gian tất cả các bước Phòng thẩm định và Chuyên gia phê duyệt theo Working minutes,FCT_RLOS_WORKSTEP_EVENT,TAT_WORKING_HOUR,KHOP,"Cùng công thức rẽ nhánh như dòng 87, dùng TAT_WORKING_HOUR"
89,RLOS,BI_FLAG_APPROVAL,Phê duyệt lần đầu/ từ lần thứ 2,FCT_RLOS_WORKSTEP_EVENT,BI_FLAG_APPROVAL,KHOP,Cột 22 — cùng công thức PHÁI SINH sẵn như nhánh CLOS
90,RLOS,ENTRYDATE_DDE,Thời gian lần đầu lên bước DetailDataEntry,FCT_RLOS_WORKSTEP_EVENT,ENTRYDATE,KHOP,PHÁI SINH ở tầng report: MIN(ENTRYDATE) WHERE WORKSTEP_CODE='DetailDataEntry'
91,RLOS,EXITDATE_DDE,Thời gian kết thúc bước DetailDataEntry,FCT_RLOS_WORKSTEP_EVENT,EXITDATE,KHOP,PHÁI SINH ở tầng report: MAX(EXITDATE) WHERE WORKSTEP_CODE='DetailDataEntry'
92,RLOS,SLA_DE,Cam kết SLA của Chuyên viên nhập liệu,REF_SLA_NLTT,SLA_DE_RESULT (SYSTEM_CODE='RLOS'),KHOP,"Report-time LEFT JOIN REF_SLA_NLTT (2.4.8) theo PRODUCT_LINE=DIM_RLOS_PRODUCT.PRODUCT_LINE_NAME (qua FCT_RLOS_APPLICATION_DAILY.PRODUCT_SK) + SYSTEM_CODE='RLOS'. Review 2026-09-21: đảo lại thiết kế cũ (không còn denormalize vào DIM_RLOS_APPLICATION — đã bỏ hẳn cột này khỏi DIM, xem HLD_Table_Design.md Section 3 #12/#56); đồng thời sửa khóa từ PRODUCT_LINE_CODE (mã, sai) sang PRODUCT_LINE_NAME (tên hiển thị, khớp seed thật). Seed thật (input/BC5TAT(REF_SLA).xlsx, 28 dòng nhánh RLOS) xác nhận unique theo đúng PRODUCT_LINE — hết rủi ro 1:N (đóng Section 3 #46)"
93,RLOS,SLA_QC,Cam kết SLA của Kiểm soát nhập liệu,REF_SLA_NLTT,SLA_QC_RESULT (SYSTEM_CODE='RLOS'),KHOP,Cùng LEFT JOIN report-time trên (dòng 92)
94,RLOS,SLA_DE_RESULT,Kết quả SLA của Chuyên viên nhập liệu,,so sánh STEP02_DDE_TAT_CPC vs SLA_DE,KHOP,"PHÁI SINH ở tầng report, so sánh dòng 59 và 92"
95,RLOS,SLA_QC_RESULT,Kết quả SLA của Kiểm soát nhập liệu,,so sánh STEP03_QUALITY_CHECKER_TAT_CPC vs SLA_QC,KHOP,"PHÁI SINH ở tầng report, so sánh dòng 62 và 93"
96,RLOS,SLA_DE_TOTAL_RESULT,Kết quả SLA của Nhập liệu tập trung,,so sánh (STEP02_DDE_TAT_CPC+STEP03_QUALITY_CHECKER_TAT_CPC) vs (SLA_DE+SLA_QC),KHOP,"PHÁI SINH ở tầng report, tổng hợp từ dòng 59,62,92,93. Không còn bản trùng trên DIM_RLOS_APPLICATION (đã bỏ SLA_DE_TOTAL_RESULT khỏi DIM, review 2026-09-21)"
97,RLOS,QD_DDE,Điểm quy đổi bước DetailDataEntry,REF_SLA_NLTT,QD_DDE (SYSTEM_CODE='RLOS'),KHOP,"Cột 9 của REF_SLA_NLTT — dùng chung đúng 1 điều kiện JOIN report-time với SLA_DE_RESULT (dòng 92), không có điều kiện riêng. Đã đóng gap (review 2026-09-21)"
98,RLOS,QD_QC,Điểm quy đổi bước DataInputerChecker,REF_SLA_NLTT,QD_QC (SYSTEM_CODE='RLOS'),KHOP,Cột 10 của REF_SLA_NLTT — cùng điều kiện JOIN report-time với dòng 97
